#doc name topic proportion ...
0	10.2307/2418718	13	0.2528278173439464	8	0.21763720150816926	16	0.14474235441977376	5	0.05634687892752409	15	0.052995391705069124	4	0.052995391705069124	1	0.04377880184331797	19	0.02660242982823628	6	0.02618349392542941	12	0.021994134897360705	7	0.017385839966485128	2	0.016547968160871385	18	0.014872224549643905	17	0.01193967322999581	14	0.009426057813154587	10	0.009426057813154587	3	0.009426057813154587	9	0.007750314201927106	11	0.005655634687892753	0	0.001466275659824047	
1	10.2307/2258178	1	0.20790103750997604	6	0.20391061452513967	18	0.12649640861931366	5	0.09297685554668794	4	0.0762170790103751	11	0.07382282521947327	19	0.04908220271348763	8	0.0426975259377494	14	0.020351157222665603	16	0.01636073423782921	17	0.01556264964086193	0	0.01556264964086193	9	0.014764565043894652	3	0.013168395849960097	7	0.009177972865123703	2	0.007581803671189146	12	0.005985634477254589	15	0.002793296089385475	13	0.002793296089385475	10	0.002793296089385475	
2	10.2307/2424833	6	0.28040103492884866	1	0.2739327296248383	5	0.10316946959896507	4	0.09346701164294954	8	0.05465717981888745	3	0.02684346701164295	11	0.024902975420439843	0	0.02166882276843467	18	0.01778783958602846	13	0.015847347994825355	17	0.013260025873221216	15	0.012613195342820181	16	0.011966364812419146	7	0.011966364812419146	12	0.010025873221216041	2	0.007438551099611902	14	0.006791720569210867	19	0.006144890038809832	10	0.0035575679172056922	9	0.0035575679172056922	
3	10.2307/2416998	6	0.4471384884228921	4	0.13783311489733507	3	0.08628221930974224	0	0.07055482743556138	11	0.0618173875054609	1	0.06050677151594583	5	0.04084753167321974	18	0.020751419833988642	15	0.01856705985146352	16	0.013761467889908258	13	0.00851900393184797	14	0.007208387942332897	17	0.005460899956312801	9	0.005024027959807776	2	0.005024027959807776	8	0.002839667977282656	19	0.002402795980777632	12	0.001965923984272608	10	0.001965923984272608	7	0.0015290519877675841	
4	10.2307/20000814	16	0.17734553775743708	8	0.16132723112128147	17	0.15675057208237986	4	0.11556064073226545	1	0.07894736842105263	7	0.06064073226544622	12	0.03775743707093822	6	0.03318077803203661	15	0.02402745995423341	0	0.02402745995423341	9	0.021739130434782608	13	0.017162471395881007	3	0.017162471395881007	11	0.014874141876430207	10	0.012585812356979404	2	0.012585812356979404	18	0.010297482837528604	5	0.010297482837528604	19	0.008009153318077803	14	0.005720823798627002	
5	10.2307/1934172	17	0.21820448877805487	13	0.18079800498753118	16	0.1059850374064838	12	0.09600997506234414	4	0.07605985037406483	15	0.05610972568578554	0	0.04114713216957606	6	0.03117206982543641	18	0.028678304239401497	9	0.02369077306733167	3	0.02119700748129676	19	0.018703241895261846	2	0.018703241895261846	8	0.016209476309226933	7	0.016209476309226933	1	0.016209476309226933	14	0.011221945137157107	11	0.008728179551122194	10	0.008728179551122194	5	0.006234413965087282	
6	10.2307/1729159	8	0.1891334250343879	4	0.13411279229711143	9	0.09972489683631362	11	0.09009628610729023	13	0.08872077028885832	16	0.0639614855570839	12	0.06258596973865199	17	0.04745529573590096	15	0.03782668500687758	3	0.02269601100412655	5	0.021320495185694635	1	0.021320495185694635	14	0.019944979367262722	6	0.018569463548830812	7	0.0171939477303989	18	0.014442916093535076	0	0.014442916093535076	19	0.013067400275103164	10	0.013067400275103164	2	0.01031636863823934	
7	10.2307/2407516	8	0.5748043347381095	4	0.060355207706201085	6	0.060054184226369656	16	0.059151113786875376	13	0.04650812763395545	15	0.028747742323901263	1	0.028145695364238412	0	0.024232390126429863	12	0.022727272727272728	18	0.016405779650812764	7	0.014900662251655629	11	0.013094521372667069	19	0.008579169175195665	2	0.008579169175195665	10	0.007074051776038531	5	0.006773028296207104	9	0.005869957856712823	14	0.00526791089704997	3	0.00526791089704997	17	0.003461770018061409	
8	10.2307/2816048	16	0.21748878923766815	17	0.1367713004484305	8	0.08295964125560538	15	0.07399103139013453	12	0.05605381165919283	4	0.0515695067264574	2	0.0515695067264574	0	0.0515695067264574	14	0.033632286995515695	9	0.033632286995515695	13	0.02466367713004484	11	0.02466367713004484	7	0.02466367713004484	6	0.02466367713004484	1	0.02466367713004484	19	0.020179372197309416	5	0.020179372197309416	18	0.01569506726457399	10	0.01569506726457399	3	0.01569506726457399	
9	10.2307/4353727	18	0.6733908582089553	16	0.09759794776119403	11	0.07660914179104478	4	0.025069962686567165	2	0.02367070895522388	15	0.021338619402985076	8	0.021105410447761194	6	0.010844216417910448	17	0.008045708955223881	1	0.006646455223880597	19	0.005247201492537314	14	0.005247201492537314	0	0.005247201492537314	13	0.0038479477611940297	5	0.0038479477611940297	10	0.0036147388059701493	3	0.0029151119402985076	12	0.002681902985074627	9	0.001982276119402985	7	0.0010494402985074627	
